rank,state
10.7%,Arkansas
SAtl,Mississippi
39,Kansas
"1,793,716",New Mexico
37,Nebraska
"1,852,994",Idaho
37,West Virginia
"1,808,344",Hawaii
50,New Hampshire
−3.2%,Maine
SAtl,Montana
45,Rhode Island
"989,948",Delaware
45,South Dakota
"897,934",North Dakota
45,Alaska
"783,600",Vermont
13,Wyoming
10.2%,Guam
SAtl,U.S. Virgin Islands
–,American Samoa
"689,545",California
–,Texas
"601,723",Florida
–,New York
"572,059",Pennsylvania
–,Illinois
14.6%,Ohio
SAtl,Georgia
1,North Carolina
"66,089,734",Michigan
1,New Jersey
"59,777,037",Virginia
1,Washington
"51,769,160",Arizona
3,Tennessee
10.6%,Massachusetts
South,Indiana
16,Missouri
"6,910,840",Maryland
17,Wisconsin
"6,346,105",Colorado
16,Minnesota
"5,689,283",South Carolina
17,Alabama
8.9%,Louisiana
ESC,Kentucky
24,Oregon
"5,024,279",Oklahoma
23,Connecticut
"4,779,736",Utah
23,Puerto Rico
"4,447,100",Iowa
27,Nevada
5.1%,Arkansas
ESC,Mississippi
26,Kansas
"4,505,836",New Mexico
26,Nebraska
"4,339,367",Idaho
25,West Virginia
"4,041,769",Hawaii
33,New Hampshire
3.8%,Maine
ESC,Montana
34,Rhode Island
"2,961,279",Delaware
31,South Dakota
"2,967,297",North Dakota
31,Alaska
"2,844,658",Vermont
49,Wyoming
−0.2%,Guam
ESC,U.S. Virgin Islands
8,American Samoa
"19,402,234",California
8,Texas
"18,432,505",Florida
8,New York
"17,022,810",Pennsylvania
6,Illinois
5.3%,Ohio
South,Georgia
2,North Carolina
"29,145,505",Michigan
2,New Jersey
"25,145,561",Virginia
2,Washington
"20,851,820",Arizona
3,Tennessee
15.9%,Massachusetts
WSC,Indiana
25,Missouri
"4,657,757",Maryland
25,Wisconsin
"4,533,372",Colorado
22,Minnesota
"4,468,976",South Carolina
41,Alabama
2.7%,Louisiana
WSC,Kentucky
28,Oregon
"3,959,353",Oklahoma
28,Connecticut
"3,751,351",Utah
27,Puerto Rico
"3,450,654",Iowa
26,Nevada
5.5%,Arkansas
WSC,Mississippi
33,Kansas
"3,011,524",New Mexico
32,Nebraska
"2,915,918",Idaho
33,West Virginia
"2,673,400",Hawaii
35,New Hampshire
3.3%,Maine
WSC,Montana
5,Rhode Island
"40,774,139",Delaware
5,South Dakota
"36,346,202",North Dakota
5,Alaska
"31,444,850",Vermont
2,Wyoming
12.2%,Guam
South,U.S. Virgin Islands
1,American Samoa
"126,266,107",California
1,Texas
"114,555,744",Florida
1,New York
"100,236,820",Pennsylvania
1,Illinois
10.2%,Ohio
USA,Georgia
6,North Carolina
"12,812,508",Michigan
5,New Jersey
"12,830,632",Virginia
5,Washington
"12,419,293",Arizona
48,Tennessee
−0.1%,Massachusetts
ENC,Indiana
7,Missouri
"11,799,448",Maryland
7,Wisconsin
"11,536,504",Colorado
7,Minnesota
"11,353,140",South Carolina
45,Alabama
2.3%,Louisiana
ENC,Kentucky
10,Oregon
"10,077,331",Oklahoma
8,Connecticut
"9,883,640",Utah
8,Puerto Rico
"9,938,444",Iowa
46,Nevada
2.0%,Arkansas
ENC,Mississippi
17,Kansas
"6,785,528",New Mexico
15,Nebraska
"6,483,802",Idaho
14,West Virginia
"6,080,485",Hawaii
29,New Hampshire
4.7%,Maine
ENC,Montana
20,Rhode Island
"5,893,718",Delaware
20,South Dakota
"5,686,986",North Dakota
18,Alaska
"5,363,675",Vermont
34,Wyoming
3.6%,Guam
ENC,U.S. Virgin Islands
3,American Samoa
"47,368,533",California
3,Texas
"46,421,564",Florida
2,New York
"45,155,037",Pennsylvania
9,Illinois
2.0%,Ohio
MWest,Georgia
19,North Carolina
"6,154,913",Michigan
18,New Jersey
"5,988,927",Virginia
17,Washington
"5,595,211",Arizona
39,Tennessee
2.8%,Massachusetts
WNC,Indiana
22,Missouri
"5,706,494",Maryland
21,Wisconsin
"5,303,925",Colorado
21,Minnesota
"4,919,479",South Carolina
19,Alabama
7.6%,Louisiana
WNC,Kentucky
31,Oregon
"3,190,369",Oklahoma
30,Connecticut
"3,046,355",Utah
30,Puerto Rico
"2,926,324",Iowa
28,Nevada
4.7%,Arkansas
WNC,Mississippi
35,Kansas
"2,937,880",New Mexico
33,Nebraska
"2,853,118",Idaho
32,West Virginia
"2,688,418",Hawaii
37,New Hampshire
3.0%,Maine
WNC,Montana
37,Rhode Island
"1,961,504",Delaware
38,South Dakota
"1,826,341",North Dakota
38,Alaska
"1,711,263",Vermont
20,Wyoming
7.4%,Guam
WNC,U.S. Virgin Islands
46,American Samoa
"886,667",California
46,Texas
"814,180",Florida
46,New York
"754,844",Pennsylvania
16,Illinois
8.9%,Ohio
WNC,Georgia
47,North Carolina
"779,094",Michigan
48,New Jersey
"672,591",Virginia
47,Washington
"642,200",Arizona
4,Tennessee
15.8%,Massachusetts
WNC,Indiana
7,Missouri
"21,616,921",Maryland
7,Wisconsin
"20,505,437",Colorado
6,Minnesota
"19,237,739",South Carolina
5,Alabama
5.4%,Louisiana
MWest,Kentucky
3,Oregon
"68,985,454",Oklahoma
3,Connecticut
"66,927,001",Utah
2,Puerto Rico
"64,392,776",Iowa
4,Nevada
3.1%,Arkansas
USA,Mississippi
14,Kansas
"7,151,502",New Mexico
16,Nebraska
"6,392,017",Idaho
20,West Virginia
"5,130,632",Hawaii
9,New Hampshire
11.9%,Maine
Mtn,Montana
21,Rhode Island
"5,773,714",Delaware
22,South Dakota
"5,029,196",North Dakota
24,Alaska
"4,301,261",Vermont
6,Wyoming
14.8%,Guam
Mtn,U.S. Virgin Islands
30,American Samoa
"3,271,616",California
34,Texas
"2,763,885",Florida
34,New York
"2,233,169",Pennsylvania
1,Illinois
18.4%,Ohio
Mtn,Georgia
32,North Carolina
"3,104,614",Michigan
35,New Jersey
"2,700,551",Virginia
35,Washington
"1,998,257",Arizona
5,Tennessee
15.0%,Massachusetts
Mtn,Indiana
36,Missouri
"2,117,522",Maryland
36,Wisconsin
"2,059,179",Colorado
36,Minnesota
"1,819,046",South Carolina
38,Alabama
2.8%,Louisiana
Mtn,Kentucky
38,Oregon
"1,839,106",Oklahoma
39,Connecticut
"1,567,582",Utah
39,Puerto Rico
"1,293,953",Iowa
2,Nevada
17.3%,Arkansas
Mtn,Mississippi
44,Kansas
"1,084,225",New Mexico
44,Nebraska
"989,415",Idaho
44,West Virginia
"902,195",Hawaii
14,New Hampshire
9.6%,Maine
Mtn,Montana
50,Rhode Island
"576,851",Delaware
50,South Dakota
"563,626",North Dakota
50,Alaska
"493,782",Vermont
44,Wyoming
2.3%,Guam
Mtn,U.S. Virgin Islands
6,American Samoa
"24,919,150",California
6,Texas
"22,065,451",Florida
7,New York
"18,172,295",Pennsylvania
1,Illinois
12.9%,Ohio
West,Georgia
1,North Carolina
"39,538,223",Michigan
1,New Jersey
"37,253,956",Virginia
1,Washington
"33,871,648",Arizona
24,Tennessee
6.1%,Massachusetts
Pac,Indiana
13,Missouri
"7,705,281",Maryland
13,Wisconsin
"6,724,540",Colorado
15,Minnesota
"5,894,121",South Carolina
7,Alabama
14.6%,Louisiana
Pac,Kentucky
27,Oregon
"4,237,256",Oklahoma
27,Connecticut
"3,831,074",Utah
28,Puerto Rico
"3,421,399",Iowa
11,Nevada
10.6%,Arkansas
Pac,Mississippi
40,Kansas
"1,455,271",New Mexico
40,Nebraska
"1,360,301",Idaho
42,West Virginia
"1,211,537",Hawaii
23,New Hampshire
7.0%,Maine
Pac,Montana
48,Rhode Island
"733,391",Delaware
47,South Dakota
"710,231",North Dakota
48,Alaska
"626,932",Vermont
36,Wyoming
3.3%,Guam
Pac,U.S. Virgin Islands
2,American Samoa
"53,669,422",California
2,Texas
"49,880,102",Florida
3,New York
"45,025,637",Pennsylvania
4,Illinois
7.6%,Ohio
West,Georgia
2,North Carolina
"78,588,572",Michigan
2,New Jersey
"71,945,553",Virginia
3,Washington
"63,197,932",Arizona
2,Tennessee
9.2%,Massachusetts
USA,Indiana
–,Missouri
"331,449,281",Maryland
–,Wisconsin
"308,745,538",Colorado
–,Minnesota
"281,421,906",South Carolina
–,Alabama
7.4%,Louisiana
NAmer,Kentucky
1,Oregon
"3,285,874",Oklahoma
1,Connecticut
"3,725,789",Utah
1,Puerto Rico
"3,808,610",Iowa
3,Nevada
−11.8%,Arkansas
I.A.,Mississippi
2,Kansas
"153,836",New Mexico
2,Nebraska
"159,358",Idaho
2,West Virginia
"154,805",Hawaii
1,New Hampshire
−3.5%,Maine
I.A.,Montana
3,Rhode Island
"87,146",Delaware
3,South Dakota
"106,405",North Dakota
3,Alaska
"108,612",Vermont
2,Wyoming
−18.1%,Guam
I.A.,U.S. Virgin Islands
4,American Samoa
"49,710",California
4,Texas
"55,519",Florida
5,New York
"57,291",Pennsylvania
4,Illinois
−7.7%,Ohio
I.A.,Georgia
5,North Carolina
"47,329",Michigan
5,New Jersey
"53,883",Virginia
4,Washington
"69,221",Arizona
5,Tennessee
−14.8%,Massachusetts
I.A.,Indiana
 ,Missouri
6,Maryland
6,Wisconsin
6,Colorado
316,Minnesota
6,South Carolina
—,Alabama
I.A.,Louisiana
–,Kentucky
"3,623,895",Oregon
–,Oklahoma
"4,100,954",Connecticut
–,Utah
"4,198,855",Puerto Rico
–,Iowa
−11.6%,Nevada
USA,Arkansas
1,Mississippi
1,Kansas
52,New Mexico
2,Nebraska
2,Idaho
38,West Virginia
3,Hawaii
3,New Hampshire
28,Maine
4,Montana
4,Rhode Island
26,Delaware
5,South Dakota
5,North Dakota
17,Alaska
6,Vermont
6,Wyoming
17,Guam
7,U.S. Virgin Islands
7,American Samoa
15,California
8,Texas
8,Florida
14,New York
9,Pennsylvania
9,Illinois
14,Ohio
10,Georgia
10,North Carolina
13,Michigan
11,New Jersey
11,Virginia
12,Washington
12,Arizona
12,Tennessee
11,Massachusetts
13,Indiana
13,Missouri
10,Maryland
14,Wisconsin
14,Colorado
9,Minnesota
15,South Carolina
16,Alabama
9,Louisiana
16,Kentucky
15,Oregon
9,Oklahoma
17,Connecticut
17,Utah
9,Puerto Rico
18,Iowa
19,Nevada
8,Arkansas
19,Mississippi
18,Kansas
8,New Mexico
20,Nebraska
20,Idaho
8,West Virginia
21,Hawaii
21,New Hampshire
8,Maine
22,Montana
22,Rhode Island
8,Delaware
23,South Dakota
23,North Dakota
7,Alaska
24,Vermont
24,Wyoming
7,Guam
25,U.S. Virgin Islands
25,American Samoa
6,California
26,Texas
26,Florida
6,New York
27,Pennsylvania
27,Illinois
6,Ohio
28,Georgia
28,North Carolina
5,Michigan
29,New Jersey
29,Virginia
5,Washington
30,Arizona
31,Tennessee
4,Massachusetts
31,Indiana
30,Missouri
32,Maryland
32,Wisconsin
4,Colorado
33,Minnesota
33,South Carolina
4,Alabama
34,Louisiana
34,Kentucky
4,Oregon
35,Oklahoma
35,Connecticut
4,Utah
36,Puerto Rico
36,Iowa
4,Nevada
37,Arkansas
37,Mississippi
3,Kansas
38,New Mexico
38,Nebraska
3,Idaho
39,West Virginia
39,Hawaii
2,New Hampshire
40,Maine
40,Montana
2,Rhode Island
41,Delaware
41,South Dakota
2,North Dakota
42,Alaska
42,Vermont
2,Wyoming
43,Guam
43,U.S. Virgin Islands
2,American Samoa
44,California
45,Texas
2,Florida
45,New York
44,Pennsylvania
2,Illinois
46,Ohio
46,Georgia
1,North Carolina
47,Michigan
47,New Jersey
1,Virginia
48,Washington
48,Arizona
1,Tennessee
49,Massachusetts
49,Indiana
1,Missouri
50,Maryland
50,Wisconsin
51,Colorado
51,Minnesota
1,South Carolina
52,Alabama
52,Louisiana
1,Kentucky
53,Oregon
53,Oklahoma
54,Connecticut
54,Utah
55,Puerto Rico
55,Iowa
56,Nevada
56,Arkansas
15,Mississippi
"7,029,917",Kansas
14,New Mexico
"6,547,629",Nebraska
13,Idaho
"6,349,097",West Virginia
21,Hawaii
7.4%,New Hampshire
NEng,Maine
29,Montana
"3,605,944",Rhode Island
29,Delaware
"3,574,097",South Dakota
29,North Dakota
"3,405,565",Alaska
47,Vermont
0.9%,Wyoming
NEng,Guam
41,U.S. Virgin Islands
"1,377,529",American Samoa
42,California
"1,316,470",Texas
41,Florida
"1,235,786",New York
30,Pennsylvania
4.6%,Illinois
NEng,Ohio
42,Georgia
"1,362,359",North Carolina
41,Michigan
"1,328,361",New Jersey
40,Virginia
"1,274,923",Washington
42,Arizona
2.6%,Tennessee
NEng,Massachusetts
"1,097,379",Indiana
43,Missouri
"1,052,567",Maryland
43,Wisconsin
"1,048,319",Colorado
31,Minnesota
4.3%,South Carolina
NEng,Alabama
49,Louisiana
"643,077",Kentucky
49,Oregon
"625,741",Oklahoma
49,Connecticut
"608,827",Utah
40,Puerto Rico
2.8%,Iowa
NEng,Nevada
9,Arkansas
"15,116,205",Mississippi
9,Kansas
"14,444,865",New Mexico
9,Nebraska
"13,922,517",Idaho
7,West Virginia
4.6%,Hawaii
NEast,New Hampshire
4,Maine
"20,201,249",Montana
3,Rhode Island
"19,378,102",Delaware
3,South Dakota
"18,976,457",North Dakota
32,Alaska
4.2%,Vermont
MAtl,Wyoming
5,Guam
"13,002,700",U.S. Virgin Islands
6,American Samoa
"12,702,379",California
6,Texas
"12,281,054",Florida
43,New York
2.4%,Pennsylvania
MAtl,Illinois
11,Ohio
"9,288,994",Georgia
11,North Carolina
"8,791,894",Michigan
9,New Jersey
"8,414,350",Virginia
25,Washington
5.7%,Arizona
MAtl,Tennessee
4,Massachusetts
"42,492,943",Indiana
4,Missouri
"40,872,375",Maryland
4,Wisconsin
"39,671,861",Colorado
8,Minnesota
4.0%,South Carolina
NEast,Alabama
4,Louisiana
"57,609,148",Kentucky
4,Oregon
"55,317,240",Oklahoma
4,Connecticut
"53,594,378",Utah
3,Puerto Rico
4.1%,Iowa
USA,Nevada
3,Arkansas
"21,538,187",Mississippi
4,Kansas
"18,801,310",New Mexico
4,Nebraska
"15,982,378",Idaho
8,West Virginia
14.6%,Hawaii
SAtl,New Hampshire
8,Maine
"10,711,908",Montana
9,Rhode Island
"9,687,653",Delaware
10,South Dakota
"8,186,453",North Dakota
12,Alaska
10.6%,Vermont
SAtl,Wyoming
9,Guam
"10,439,388",U.S. Virgin Islands
10,American Samoa
"9,535,483",California
11,Texas
"8,049,313",Florida
15,New York
9.5%,Pennsylvania
SAtl,Illinois
12,Ohio
"8,631,393",Georgia
12,North Carolina
"8,001,024",Michigan
12,New Jersey
"7,078,515",Virginia
18,Washington
7.9%,Arizona
SAtl,Tennessee
18,Massachusetts
"6,177,224",Indiana
19,Missouri
"5,773,552",Maryland
19,Wisconsin
"5,296,486",Colorado
22,Minnesota
7.0%,South Carolina
SAtl,Alabama
23,Louisiana
"5,118,425",Kentucky
24,Oregon
"4,625,364",Oklahoma
26,Connecticut
"4,012,012",Utah
10,Puerto Rico
10.7%,Iowa
SAtl,Nevada
39,Arkansas
"1,793,716",Mississippi
37,Kansas
"1,852,994",New Mexico
37,Nebraska
"1,808,344",Idaho
50,West Virginia
−3.2%,Hawaii
SAtl,New Hampshire
45,Maine
"989,948",Montana
45,Rhode Island
"897,934",Delaware
45,South Dakota
"783,600",North Dakota
13,Alaska
10.2%,Vermont
SAtl,Wyoming
–,Guam
"689,545",U.S. Virgin Islands
–,American Samoa
"601,723",California
–,Texas
"572,059",Florida
–,New York
14.6%,Pennsylvania
SAtl,Illinois
1,Ohio
"66,089,734",Georgia
1,North Carolina
"59,777,037",Michigan
1,New Jersey
"51,769,160",Virginia
3,Washington
10.6%,Arizona
South,Tennessee
16,Massachusetts
"6,910,840",Indiana
17,Missouri
"6,346,105",Maryland
16,Wisconsin
"5,689,283",Colorado
17,Minnesota
8.9%,South Carolina
ESC,Alabama
24,Louisiana
"5,024,279",Kentucky
23,Oregon
"4,779,736",Oklahoma
23,Connecticut
"4,447,100",Utah
27,Puerto Rico
5.1%,Iowa
ESC,Nevada
26,Arkansas
"4,505,836",Mississippi
26,Kansas
"4,339,367",New Mexico
25,Nebraska
"4,041,769",Idaho
33,West Virginia
3.8%,Hawaii
ESC,New Hampshire
34,Maine
"2,961,279",Montana
31,Rhode Island
"2,967,297",Delaware
31,South Dakota
"2,844,658",North Dakota
49,Alaska
−0.2%,Vermont
ESC,Wyoming
8,Guam
"19,402,234",U.S. Virgin Islands
8,American Samoa
